chromo	strand	start	end	count	alt3	alt5	alt3+5	skip	constitLevel	inclLevel	3usageLevel	5usageLevel	alt3singleCount	alt3singleLoc	alt5singleCount	alt5singleLoc	alt3and5singleCount	alt3and5singleLoc	OnlyESTexonCount	OnlyESTexons	genename
chr1	-	54144465	54144813	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	54144568	0	#	0	#	CDCP2
chr1	-	54611605	54611745	6	0	1	0	0	0.857	1.000	1.000	0.857	0	#	1	54611628	0	#	0	#	FAM151A
chr1	-	56643499	56643624	3	0	1	0	0	0.750	1.000	1.000	0.750	0	#	1	56643467	0	#	0	#	PLPP3
chr1	-	59964382	59964651	3	0	2	0	0	0.600	1.000	1.000	0.600	0	#	1,1	59964386,59964359	0	#	0	#	onlyEST
chr1	-	62513470	62513606	17	0	2	0	0	0.895	1.000	1.000	0.895	0	#	2	62513443	0	#	0	#	DOCK7
chr1	+	66984571	66984592	6	0	1	0	0	0.857	1.000	1.000	0.857	0	#	1	66984652	0	#	0	#	MIER1
chr1	-	71065102	71065137	4	0	1	0	0	0.800	1.000	1.000	0.800	0	#	1	71064909	0	#	0	#	onlyEST
chr1	+	73307167	73307363	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	73307384	0	#	0	#	LINC01360
chr1	+	75136602	75136689	5	0	1	0	0	0.833	1.000	1.000	0.833	0	#	1	75136693	0	#	0	#	LHX8
chr1	+	78250183	78250373	2	0	2	0	0	0.500	1.000	1.000	0.500	0	#	2	78251010	0	#	0	#	MGC27382
chr1	+	84410837	84410999	11	0	2	0	0	0.846	1.000	1.000	0.846	0	#	2	84411010	0	#	0	#	DNASE2B
chr1	-	85970226	85970271	7	0	1	0	0	0.875	1.000	1.000	0.875	0	#	1	85970222	0	#	0	#	COL24A1
chr1	+	90005002	90005038	33	0	8	0	0	0.805	1.000	1.000	0.805	0	#	8	90005092	0	#	0	#	ZNF326
chr1	-	91379062	91379214	11	0	2	0	0	0.846	1.000	1.000	0.846	0	#	2	91379058	0	#	0	#	HFM1
chr1	+	94827506	94827643	37	0	9	0	0	0.804	1.000	1.000	0.804	0	#	9	94827547	0	#	0	#	SLC44A3
chr1	-	95205095	95205133	3	0	1	0	0	0.750	1.000	1.000	0.750	0	#	1	95205089	0	#	0	#	RP11-57H12.3
chr1	-	98914785	98914920	7	0	5	0	0	0.583	1.000	1.000	0.583	0	#	5	98914800	0	#	0	#	PLPPR5
chr1	-	100265067	100265247	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	100265152	0	#	0	#	RTCA-AS1
chr1	-	100265814	100265917	4	0	4	0	0	0.500	1.000	1.000	0.500	0	#	4	100265828	0	#	1	chr1-100265818-100265917	RTCA-AS1
chr1	+	100921705	100921841	9	0	2	0	0	0.818	1.000	1.000	0.818	0	#	2	100921845	0	#	0	#	SLC30A7
chr1	-	108242073	108242173	14	0	2	0	0	0.875	1.000	1.000	0.875	0	#	2	108242163	0	#	0	#	NBPF4
chr1	+	108695701	108695770	32	0	5	0	0	0.865	1.000	1.000	0.865	0	#	5	108695780	0	#	2	chr1+108695701-108695764,chr1+108695701-108695737	PRPF38B
chr1	+	109173473	109173579	9	0	2	0	0	0.818	1.000	1.000	0.818	0	#	2	109173557	0	#	0	#	KIAA1324
chr1	+	110109298	110109413	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	110109417	0	#	0	#	LINC01397
chr1	+	110418246	110418366	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	110418375	0	#	0	#	LAMTOR5-AS1
chr1	+	113940381	113941459	4	0	1	0	0	0.800	1.000	1.000	0.800	0	#	1	113940843	0	#	1	chr1+113940381-113940549	HIPK1
chr1	-	114397731	114397860	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1,0	114397736,114397689	0	#	0	#	TRIM33
chr1	-	114547960	114548197	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	114548115	0	#	0	#	onlyEST
chr1	-	114584569	114585631	2	0	2	0	0	0.500	1.000	1.000	0.500	0	#	1,1	114585535,114584531	0	#	0	#	DENND2C
chr1	-	114600819	114600960	7	0	2	0	0	0.778	1.000	1.000	0.778	0	#	2	114600852	0	#	0	#	DENND2C
chr1	-	114623506	114623643	9	0	2	0	0	0.818	1.000	1.000	0.818	0	#	2	114623559	0	#	0	#	DENND2C
chr1	+	117933287	117933490	19	0	5	0	0	0.792	1.000	1.000	0.792	0	#	5	117933389	0	#	0	#	WDR3
chr1	+	119150564	119150746	7	0	2	0	0	0.778	1.000	1.000	0.778	0	#	2	119150652	0	#	1	chr1+119150564-119150649	RP11-418J17.1
chr1	+	120952438	120952785	3	0	2	0	0	0.600	1.000	1.000	0.600	0	#	2	120952625	0	#	2	chr1+120952438-120952768,chr1+120952438-120952548	LINC00623
chr1	+	121324477	121324640	7	0	1	0	0	0.875	1.000	1.000	0.875	0	#	1	121324532	0	#	0	#	SRGAP2C
chr1	+	144067000	144067102	3	0	1	0	0	0.750	1.000	1.000	0.750	0	#	1	144067034	0	#	0	#	onlyEST
chr1	-	147996522	147996747	5	0	1	0	0	0.833	1.000	1.000	0.833	0	#	1	147996587	0	#	0	#	RP6-74O6.2
chr1	-	149090752	149090894	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	149090710	0	#	0	#	NBPF9
chr1	-	150266532	150266656	32	0	7	0	0	0.821	1.000	1.000	0.821	0	#	7	150266534	0	#	3	chr1-150266539-150266656,chr1-150266357-150266656	APH1A
chr1	+	150549821	150549895	6	0	1	0	0	0.857	1.000	1.000	0.857	0	#	1	150550276	0	#	1	chr1+150549821-150549891	ADAMTSL4
chr1	-	151136010	151136163	8	0	2	0	0	0.800	1.000	1.000	0.800	0	#	2	151136152	0	#	3	chr1-151136109-151136163,chr1-151136123-151136164	SEMA6C
chr1	-	151346488	151346606	215	0	33	0	0	0.867	1.000	1.000	0.867	0	#	0,3,30	151346484,151346421,151346481	0	#	5	chr1-151346488-151346649,chr1-151346488-151346598,chr1-151346488-151346609,chr1-151346492-151346606,chr1-151346481-151346610	RFX5
chr1	-	151369003	151369769	2	0	2	0	0	0.500	1.000	1.000	0.500	0	#	2	151369441	0	#	19	chr1-151369441-151369557,chr1-151369061-151369189,chr1-151369614-151369620,chr1-151369437-151369554,chr1-151369502-151369554,chr1-151369004-151369160,chr1-151369712-151369764,chr1-151369493-151369554,chr1-151369003-151369164,chr1-151369441-151369768,chr1-151369003-151369933,chr1-151369038-151369189,chr1-151369441-151369551,chr1-151369441-151369548,chr1-151369003-151369156	SELENBP1
chr1	-	151774412	151774504	10	0	2	0	0	0.833	1.000	1.000	0.833	0	151774451	2,0	151774450,151774454	0	#	0	#	TDRKH
chr1	-	153930946	153931064	17	0	3	0	0	0.850	1.000	1.000	0.850	0	#	3	153931022	0	#	0	#	DENND4B
chr1	+	154547408	154547479	4	0	1	0	0	0.800	1.000	1.000	0.800	0	#	1	154547568	0	#	0	#	TDRD10
chr1	-	154601040	154602626	12	0	8	0	0	0.600	1.000	1.000	0.600	0	#	8	154602384	0	#	1	chr1-154602481-154602626	ADAR
chr1	+	155043351	155043509	6	0	1	0	0	0.857	1.000	1.000	0.857	0	#	1	155043411	0	#	0	#	DCST1
chr1	+	155046124	155046220	6	0	1	0	0	0.857	1.000	1.000	0.857	0	#	1	155046270	0	#	1	chr1+155045955-155046246	DCST1
chr1	-	155203085	155203137	30	0	4	0	0	0.882	1.000	1.000	0.882	0	#	4	155203092	0	#	1	chr1-155203122-155203271	THBS3
chr1	-	155251501	155251601	34	0	4	0	0	0.895	1.000	1.000	0.895	0	#	4	155251512	0	#	5	chr1-155251505-155251601,chr1-155251495-155251648	FAM189B
chr1	+	155321687	155323130	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	155321708	0	#	0	#	RUSC1
chr1	-	155344182	155344273	13	0	2	0	0	0.867	1.000	1.000	0.867	0	#	2	155344228	0	#	0	#	ASH1L
chr1	-	155950298	155950482	22	0	5	0	0	0.815	1.000	1.000	0.815	0	#	5	155950268	0	#	0	#	ARHGEF2
chr1	+	156585124	156585231	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	156585203	0	#	0	#	TTC24
chr1	-	156742715	156743455	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	156743170	0	#	2	chr1-156743293-156743455,chr1-156743388-156743455	HDGF
chr1	+	156906636	156906880	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	156906719	0	#	0	#	PEAR1
chr1	-	157678594	157678856	7	0	3	0	0	0.700	1.000	1.000	0.700	0	#	3	157678742	0	#	1	chr1-157678824-157678856	FCRL3
chr1	-	157802376	157802664	10	0	6	0	0	0.625	1.000	1.000	0.625	0	#	4,2	157802543,157802614	0	#	0	#	FCRL1
chr1	-	158199692	158199835	2	0	2	0	0	0.500	1.000	1.000	0.500	0	#	2	158199760	0	#	1	chr1-158199403-158199835	onlyEST
chr1	-	158329369	158329648	8	0	2	0	0	0.800	1.000	1.000	0.800	0	#	2	158329534	0	#	2	chr1-158329412-158329443,chr1-158329531-158329648	CD1B
chr1	+	158355826	158356105	16	0	14	0	0	0.533	1.000	1.000	0.533	0	#	6,8	158356001,158355940	0	#	0	#	CD1E
chr1	-	158685107	158685347	6	0	1	0	0	0.857	1.000	1.000	0.857	0	#	1	158685239	0	#	0	#	SPTA1
chr1	-	159200811	159201621	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	159201349	0	#	1	chr1-159200811-159200887	CADM3-AS1
chr1	-	159953308	159953653	6	0	3	0	0	0.667	1.000	1.000	0.667	0	#	1,2	159953328,159953444	0	#	0	#	SLAMF9
chr1	+	160167277	160167412	5	0	2	0	0	0.714	1.000	1.000	0.714	0	#	2	160167429	0	#	0	#	ATP1A4
chr1	+	160176478	160176602	7	0	1	0	0	0.875	1.000	1.000	0.875	0	#	1	160176562	0	#	0	#	ATP1A4
chr1	-	161042554	161042670	38	0	6	0	0	0.864	1.000	1.000	0.864	0	#	6	161042585	0	#	0	#	USF1
chr1	+	161163877	161163981	17	0	2	0	0	0.895	1.000	1.000	0.895	0	#	2	161163922	0	#	1	chr1+161163877-161163974	USP21
chr1	+	170965150	170965255	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	170965259	0	#	0	#	MROH9
chr1	+	171107674	171107837	39	0	6	0	0	0.867	1.000	1.000	0.867	0	#	6	171107820	0	#	0	#	FMO3
chr1	+	171281977	171282333	16	0	2	0	0	0.889	1.000	1.000	0.889	0	#	2	171282065	0	#	0	#	FMO1
chr1	+	171514535	171514645	27	0	9	0	0	0.750	1.000	1.000	0.750	0	#	9	171514630	0	#	0	#	PRRC2C
chr1	+	171584418	171584526	30	0	5	0	0	0.857	1.000	1.000	0.857	0	#	5	171584541	0	#	0	#	PRRC2C
chr1	+	171783739	171784499	13	0	5	0	0	0.722	1.000	1.000	0.722	0	#	5	171784039	0	#	4	chr1+171783739-171784016,chr1+171784416-171784499,chr1+171783739-171783819,chr1+171783739-171784018	METTL13
chr1	+	172588759	172589926	6	0	1	0	0	0.857	1.000	1.000	0.857	0	#	1	172588924	0	#	0	#	SUCO
chr1	-	173911798	173912014	24	0	8	0	0	0.750	1.000	1.000	0.750	0	#	8	173911863	0	#	1	chr1-173911803-173912014	SERPINC1
chr1	+	174219124	174219295	31	0	8	0	0	0.795	1.000	1.000	0.795	0	#	8	174219184	0	#	2	chr1+174219127-174219295,chr1+174219124-174219268	RABGAP1L
chr1	+	177229800	177230145	8	0	1	0	0	0.889	1.000	1.000	0.889	0	#	1	177230130	0	#	0	#	BRINP2
chr1	-	178864953	178865802	6	0	2	0	0	0.750	1.000	1.000	0.750	0	#	2	178865664	0	#	1	chr1-178864953-178865556	ANGPTL1
chr1	+	180916153	180916361	2	0	2	0	0	0.500	1.000	1.000	0.500	0	#	2	180917100	0	#	0	#	KIAA1614
chr1	+	183542075	183542364	14	0	6	0	0	0.700	1.000	1.000	0.700	0	#	6	183542502	0	#	1	chr1+183542075-183542350	SMG7
chr1	-	184694039	184694472	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	184694043	0	#	0	#	EDEM3
chr1	-	185563167	185563328	3	0	1	0	0	0.750	1.000	1.000	0.750	0	#	1	185563238	0	#	0	#	LINC01350
chr1	+	185962517	185962659	2	0	2	0	0	0.500	1.000	1.000	0.500	0	#	2	185962666	0	#	0	#	HMCN1
chr1	+	193084578	193084657	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	193084698	0	#	1	chr1+193084578-193084878	TROVE2
chr1	-	197142330	197143810	6	0	2	0	0	0.750	1.000	1.000	0.750	0	#	1,1	197143690,197143761	0	#	0	#	ASPM
chr1	-	201004765	201004933	6	0	2	0	0	0.750	1.000	1.000	0.750	0	#	2	201004540	0	#	0	#	KIF21B
chr1	+	201215538	201215838	3	0	1	0	0	0.750	1.000	1.000	0.750	0	#	1	201215609	0	#	0	#	IGFN1
chr1	+	201313165	201313560	6	0	1	0	0	0.857	1.000	1.000	0.857	0	201313525	0,1	201313504,201313322	0,0	201313509-201313524,201313505-201313508	0	#	PKP1
chr1	-	201899236	201900751	2	0	2	0	0	0.500	1.000	1.000	0.500	0	201899428	2	201900337	0	#	13	chr1-201899236-201900731,chr1-201899236-201900568,chr1-201900723-201900751,chr1-201900677-201900751,chr1-201900678-201900751,chr1-201899236-201899430,chr1-201900721-201900751,chr1-201899236-201900458,chr1-201899236-201900640,chr1-201899172-201899346	LMOD1
chr1	-	202148553	202148699	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	202148580	0	#	0	#	PTPN7
chr1	-	204037255	204037588	2	0	2	0	0	0.500	1.000	1.000	0.500	0	#	2	204037460	0	#	0	#	LINC00303
chr1	-	205094872	205095064	16	0	6	0	0	0.727	1.000	1.000	0.727	0	#	6	205094986	0	#	0	#	RBBP5
chr1	-	206608235	206608326	95	0	12	0	0	0.888	1.000	1.000	0.888	0	#	12	206608279	0	#	2	chr1-206608235-206608285,chr1-206608247-206608326	EIF2D
chr1	-	209546056	209546139	14	0	2	0	0	0.875	1.000	1.000	0.875	0	#	2	209546012	0	#	0	#	RP1-272L16.1
chr1	+	211685565	211685792	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	211685806	0	#	0	#	RP11-122M14.1
chr1	-	211952568	211952701	26	0	3	0	0	0.897	1.000	1.000	0.897	0	#	3	211952610	0	#	0	#	INTS7
chr1	+	212961165	212961254	19	0	3	0	0	0.864	1.000	1.000	0.864	0	#	3	212961360	0	#	1	chr1+212961165-212961249	VASH2
chr1	+	220797873	220798014	14	0	2	0	0	0.875	1.000	1.000	0.875	0	#	2	220798065	0	#	0	#	MARC1
chr1	-	224431476	224431581	36	0	23	0	0	0.610	1.000	1.000	0.610	0	#	22,1	224431524,224431527	0	#	1	chr1-224431524-224431576	WDR26
chr1	+	224967430	224967583	4	0	1	0	0	0.800	1.000	1.000	0.800	0	#	1	224967514	0	#	0	#	DNAH14
