chromo	strand	start	end	count	alt3	alt5	alt3+5	skip	constitLevel	inclLevel	3usageLevel	5usageLevel	alt3singleCount	alt3singleLoc	alt5singleCount	alt5singleLoc	alt3and5singleCount	alt3and5singleLoc	OnlyESTexonCount	OnlyESTexons	genename
chr1	-	6467824	6467893	2	1	0	0	0	0.667	1.000	0.667	1.000	1	6467898	0	#	0	#	0	#	PLEKHG5
chr1	+	6570908	6571215	6	1	0	0	0	0.857	1.000	0.857	1.000	1	6571084	0	#	0	#	0	#	TAS1R1
chr1	+	6625149	6625292	5	3	0	0	0	0.625	1.000	0.625	1.000	3	6625202	0	#	0	#	1	chr1+6625194-6625292	THAP3
chr1	+	6630287	6630353	41	6	0	0	0	0.872	1.000	0.872	1.000	6	6630290	0	#	0	#	2	chr1+6630293-6630353,chr1+6630287-6630350	THAP3
chr1	+	7737958	7738482	6	1	0	0	0	0.857	1.000	0.857	1.000	1	7738297	0	#	0	#	0	#	CAMTA1
chr1	+	7793959	7794008	7	5	0	0	0	0.583	1.000	0.583	1.000	5	7793956	0	#	0	#	0	#	PER3
chr1	-	7811488	7811604	3	1	0	0	0	0.750	1.000	0.750	1.000	1	7811597	0	#	0	#	0	#	RP3-467L1.4
chr1	-	9751472	9751681	46	14	0	0	0	0.767	1.000	0.767	1.000	13,1	9751662,9751536	0	#	0	#	0	#	CLSTN1
chr1	+	10282399	10282533	11	6	0	0	0	0.647	1.000	0.647	1.000	6	10282321	0	#	0	#	0	#	KIF1B
chr1	+	11520686	11520848	6	1	0	0	0	0.857	1.000	0.857	1.000	1	11520729	0	#	0	#	0	#	PTCHD2
chr1	+	11662815	11662928	1	1	0	0	0	0.500	1.000	0.500	1.000	1	11662851	0	#	0	#	0	#	FBXO44
chr1	+	11782188	11782333	2	2	0	0	0	0.500	1.000	0.500	1.000	2	11782193	0	#	0	#	0	#	C1orf167
chr1	+	11788242	11788378	4	2	0	0	0	0.667	1.000	0.667	1.000	1,1	11788163,11788148	0	#	0	#	0	#	C1orf167
chr1	-	11794357	11794538	6	2	0	0	0	0.750	1.000	0.750	1.000	2	11794477	0	#	0	#	0	#	MTHFR
chr1	-	11802880	11803129	26	3	0	0	0	0.897	1.000	0.897	1.000	3	11803126	0	#	0	#	0	#	MTHFR
chr1	+	11827088	11827221	13	2	0	0	0	0.867	1.000	0.867	1.000	2	11827114	0	#	0	#	0	#	CLCN6
chr1	+	11837342	11837499	17	2	0	0	0	0.895	1.000	0.895	1.000	2	11837376	0	#	0	#	1	chr1+11837342-11837523	CLCN6
chr1	+	11841054	11841207	6	1	0	0	0	0.857	1.000	0.857	1.000	1	11841028	0	#	0	#	0	#	onlyEST
chr1	+	11845546	11845766	9	3	0	0	0	0.750	1.000	0.750	1.000	3	11845639	0	#	0	#	0	#	NPPA-AS1
chr1	+	12341779	12341885	6	1	0	0	0	0.857	1.000	0.857	1.000	1	12341782	0	#	0	#	0	#	VPS13D
chr1	+	15374501	15374631	5	1	0	0	0	0.833	1.000	0.833	1.000	1	15374504	0	#	0	#	0	#	FHAD1
chr1	+	15397296	15397449	1	1	0	0	0	0.500	1.000	0.500	1.000	1	15397400	0	#	0	#	0	#	FHAD1
chr1	-	15946153	15946294	50	6	0	0	0	0.893	1.000	0.893	1.000	1,1,4	15946221,15946242,15946316	0	#	0	#	6	chr1-15946161-15946294,chr1-15946158-15946294,chr1-15946162-15946295,chr1-15946150-15946291,chr1-15946150-15946294	ZBTB17
chr1	+	16028760	16028845	8	1	0	0	0	0.889	1.000	0.889	1.000	1	16028719	0	#	0	#	1	chr1+16028762-16028842	CLCNKA
chr1	+	16032442	16032526	5	2	0	0	0	0.714	1.000	0.714	1.000	2	16032445	0	#	0	#	0	#	CLCNKA
chr1	+	16055674	16055758	5	1	0	0	0	0.833	1.000	0.833	1.000	1	16055677	0	#	0	#	0	#	CLCNKB
chr1	-	16594930	16595013	11	2	0	0	0	0.846	1.000	0.846	1.000	2	16595009	0	#	0	#	1	chr1-16594930-16595011	NBPF1
chr1	-	16619844	16620024	3	3	0	0	0	0.500	1.000	0.500	1.000	2,1	16620245,16620038	0	#	0	#	1	chr1-16619844-16620025	onlyEST
chr1	+	16647783	16648664	2	1	0	0	0	0.667	1.000	0.667	1.000	1	16648011	0	#	0	#	0	#	onlyEST
chr1	+	18636242	18636371	4	3	0	0	0	0.571	1.000	0.571	1.000	3	18636236	0	#	0	#	0	#	PAX7
chr1	-	19145792	19145933	7	1	0	0	0	0.875	1.000	0.875	1.000	1	19145930	0	#	0	#	0	#	UBR4
chr1	-	19219568	19219698	26	3	0	0	0	0.897	1.000	0.897	1.000	3	19219669	0	#	0	#	1	chr1-19219577-19219698	EMC1
chr1	-	19238794	19238857	20	5	0	0	0	0.800	1.000	0.800	1.000	5	19238854	0	#	0	#	1	chr1-19238797-19238858	EMC1
chr1	+	19325494	19325582	24	10	0	0	0	0.706	1.000	0.706	1.000	10	19325525	0	#	0	#	0	#	PQLC2
chr1	+	20314321	20314592	1	1	0	0	0	0.500	1.000	0.500	1.000	1	20314377	0	#	0	#	0	#	VWA5B1
chr1	+	20318423	20318721	1	1	0	0	0	0.500	1.000	0.500	1.000	1	20318589	0	#	0	#	0	#	VWA5B1
chr1	-	20670420	20670491	8	3	0	0	0	0.727	1.000	0.727	1.000	3	20670488	0	#	0	#	0	#	KIF17
chr1	-	21597960	21598064	18	4	0	0	0	0.818	1.000	0.818	1.000	3,1	21598040,21598095	0	#	0	#	1	chr1-21597960-21598044	RAP1GAP
chr1	-	21884527	21884674	2	1	0	0	0	0.667	1.000	0.667	1.000	1	21884677	0	#	0	#	0	#	HSPG2
chr1	+	22489879	22490645	4	1	0	0	0	0.800	1.000	0.800	1.000	1	22490434	0	#	0	#	2	chr1+22489879-22490293	ZBTB40
chr1	-	23318482	23318688	54	11	0	0	0	0.831	1.000	0.831	1.000	11	23318697	0	#	0	#	2	chr1-23318477-23318688,chr1-23318479-23318688	HNRNPR
chr1	+	23692608	23692759	13	5	0	0	0	0.722	1.000	0.722	1.000	5	23692611	0	#	0	#	3	chr1+23692608-23692754,chr1+23692721-23692759,chr1+23692608-23692756	RPL11
chr1	+	24651408	24651612	59	7	0	0	0	0.894	1.000	0.894	1.000	7	24651498	0	#	0	#	2	chr1+24651408-24651500,chr1+24651408-24651598	SRRM1
chr1	+	24661309	24661396	29	6	0	0	0	0.829	1.000	0.829	1.000	6	24661312	0	#	0	#	3	chr1+24661318-24661396,chr1+24661327-24661396,chr1+24661311-24661396	SRRM1
chr1	-	24929586	24929852	5	1	0	0	0	0.833	1.000	0.833	1.000	1	24929732	0	#	0	#	2	chr1-24929586-24929927	RUNX3
chr1	-	24964513	24964668	2	1	0	0	0	0.667	1.000	0.667	1.000	1	24964579	0	#	0	#	1	chr1-24964513-24964576	RUNX3
chr1	-	25243549	25243633	8	2	0	0	0	0.800	1.000	0.800	1.000	2	25244224	0	#	0	#	2	chr1-25243553-25243633,chr1-25243554-25243633	RSRP1
chr1	+	25829508	25829830	25	8	0	0	0	0.758	1.000	0.758	1.000	7,1	25829617,25829544	0	#	0	#	1	chr1+25829766-25829830	MTFR1L
chr1	+	26198285	26198419	3	2	0	0	0	0.600	1.000	0.600	1.000	2	26198333	0	#	0	#	0	#	CATSPER4
chr1	-	26368457	26368582	21	18	0	0	0	0.538	1.000	0.538	1.000	18	26368585	0	#	0	#	0	#	ZNF683
chr1	+	26472511	26472627	2	3	0	0	0	0.400	1.000	0.400	1.000	1,1,1	26472607,26472528,26472518	0	#	0	#	5	chr1+26472542-26472627,chr1+26472513-26472627,chr1+26472559-26472627	HMGN2
chr1	+	26772811	26772987	19	13	0	0	0	0.594	1.000	0.594	1.000	13	26772814	0	#	0	#	0	#	ARID1A
chr1	+	26856184	26856262	3	1	0	0	0	0.750	1.000	0.750	1.000	1	26856187	0	#	0	#	0	#	ZDHHC18
chr1	+	27297047	27297156	20	4	0	0	0	0.833	1.000	0.833	1.000	4	27297050	0	#	0	#	6	chr1+27297109-27297156	WDTC1
chr1	-	27553073	27553185	4	1	0	0	0	0.800	1.000	0.800	1.000	1	27553290	0	#	0	#	0	#	AHDC1
chr1	+	28987447	28987905	8	6	0	0	0	0.571	1.000	0.571	1.000	6	28987430	0	#	0	#	0	#	EPB41
chr1	+	29053103	29053312	17	2	0	0	0	0.895	1.000	0.895	1.000	2	29053106	0	#	0	#	0	#	EPB41
chr1	-	29216587	29216685	127	26	0	0	0	0.830	1.000	0.830	1.000	26	29216812	0	#	0	#	0	#	MECR
chr1	-	31672723	31672840	8	1	0	0	0	0.889	1.000	0.889	1.000	1	31672838	0	#	0	#	0	#	COL16A1
chr1	-	31728181	31728280	15	4	0	0	0	0.789	1.000	0.789	1.000	4	31728277	0	#	0	#	0	#	ADGRB2
chr1	-	32215135	32215216	2	1	0	0	0	0.667	1.000	0.667	1.000	1	32215548	0	#	0	#	0	#	TMEM234
chr1	-	32234402	32234586	1	1	0	0	0	0.500	1.000	0.500	1.000	1	32234623	0	#	0	#	0	#	onlyEST
chr1	-	32234703	32234814	6	1	0	0	0	0.857	1.000	0.857	1.000	1	32234752	0	#	0	#	2	chr1-32234703-32234835	onlyEST
chr1	-	32234951	32235113	11	2	0	0	0	0.846	1.000	0.846	1.000	1,1	32235210,32235111	0	#	0	#	0	#	onlyEST
chr1	+	32827992	32828081	23	4	0	0	0	0.852	1.000	0.852	1.000	4	32827995	0	#	0	#	0	#	S100PBP
chr1	-	32868881	32868997	23	3	0	0	0	0.885	1.000	0.885	1.000	3	32868993	0	#	0	#	0	#	FNDC5
chr1	-	32895554	32895743	47	6	0	0	0	0.887	1.000	0.887	1.000	6	32895644	0	#	0	#	3	chr1-32895587-32895743,chr1-32895557-32895743	TMEM54
chr1	-	32948221	32948366	8	7	0	0	0	0.533	1.000	0.533	1.000	7	32948363	0	#	0	#	0	#	RNF19B
chr1	+	33493186	33493615	2	1	0	0	0	0.667	1.000	0.667	1.000	1	33493189	0	#	0	#	0	#	ZSCAN20
chr1	-	33567592	33567766	2	1	0	0	0	0.667	1.000	0.667	1.000	1	33567841	0	#	0	#	0	#	CSMD2
chr1	+	33878169	33878350	3	1	0	0	0	0.750	1.000	0.750	1.000	1	33878254	0	#	0	#	0	#	CSMD2-AS1
chr1	-	34868604	34869089	2	1	0	0	0	0.667	1.000	0.667	1.000	1	34868644	0	#	0	#	0	#	DLGAP3
chr1	+	35111771	35111912	5	2	0	0	0	0.714	1.000	0.714	1.000	1,1	35111828,35111775	0	#	0	#	0	#	ZMYM1
chr1	-	35749632	35749811	11	2	0	0	0	0.846	1.000	0.846	1.000	2	35749652	0	#	0	#	0	#	CLSPN
chr1	+	36178418	36178596	39	6	0	0	0	0.867	1.000	0.867	1.000	5,1	36178445,36178470	0	#	0	#	2	chr1+36178418-36178550,chr1+36178415-36178596	MAP7D1
chr1	+	36179514	36179557	69	9	0	0	0	0.885	1.000	0.885	1.000	9	36179511	0	#	0	#	0	#	MAP7D1
chr1	+	36322363	36322664	1	1	0	0	0	0.500	1.000	0.500	1.000	1	36322366	0	#	0	#	1	chr1+36322503-36322725	SH3D21
chr1	+	37475458	37475939	27	20	0	0	0	0.574	1.000	0.574	1.000	20	37475461	0	#	0	#	3	chr1+37475458-37475655	ZC3H12A
chr1	-	37683318	37683437	11	3	0	0	0	0.786	1.000	0.786	1.000	1,2	37683476,37683441	0	#	0	#	1	chr1-37683321-37683437	C1orf109
chr1	-	37719908	37720058	4	1	0	0	0	0.800	1.000	0.800	1.000	1	37720057	0	#	0	#	0	#	EPHA10
chr1	-	37817418	37817482	7	1	0	0	0	0.875	1.000	0.875	1.000	1	37817479	0	#	0	#	0	#	MTF1
chr1	-	37822120	37822716	5	2	0	0	0	0.714	1.000	0.714	1.000	1,1	37822395,37822521	0	#	0	#	0	#	MTF1
chr1	+	38102416	38102496	1	1	0	0	0	0.500	1.000	0.500	1.000	1	38102423	0	#	0	#	0	#	RP5-884C9.2
chr1	+	39511173	39511363	1	1	0	0	0	0.500	1.000	0.500	1.000	1	39511205	0	#	0	#	0	#	BMP8A
chr1	-	39545732	39545857	4	1	0	0	0	0.800	1.000	0.800	1.000	1	39545817	0	#	0	#	0	#	onlyEST
chr1	-	39764622	39764817	5	2	0	0	0	0.714	1.000	0.714	1.000	2	39764732	0	#	0	#	0	#	BMP8B
chr1	-	40305714	40305768	9	3	0	0	0	0.750	1.000	0.750	1.000	3	40305762	0	#	0	#	0	#	COL9A2
chr1	+	40450655	40451088	6	1	0	0	0	0.857	1.000	0.857	1.000	1	40450664	0	#	0	#	0	#	ZFP69B
chr1	+	40479332	40479488	3	1	0	0	0	0.750	1.000	0.750	1.000	1	40479035	0	#	0	#	0	#	ZFP69
chr1	+	40489528	40489624	6	1	0	0	0	0.857	1.000	0.857	1.000	1	40489525	0	#	0	#	0	#	ZFP69
chr1	-	40647667	40647842	4	2	0	0	0	0.667	1.000	0.667	1.000	2	40647762	0	#	0	#	0	#	RIMS3
chr1	-	41017634	41018156	5	1	0	0	0	0.833	1.000	0.833	1.000	1	41017979	0	#	0	#	1	chr1-41018072-41018156	SLFNL1
chr1	-	41484046	41484203	7	1	0	0	0	0.875	1.000	0.875	1.000	1	41484112	0	#	0	#	0	#	EDN2
chr1	+	43172734	43172910	22	4	0	0	0	0.846	1.000	0.846	1.000	4	43172731	0	#	0	#	0	#	CFAP57
chr1	+	43270680	43270793	8	2	0	0	0	0.800	1.000	0.800	1.000	2	43270585	0	#	0	#	0	#	TMEM125
chr1	+	43338098	43338231	5	1	0	0	0	0.833	1.000	0.833	1.000	1	43338119	0	#	0	#	0	#	MPL
chr1	+	43403600	43403774	11	2	0	0	0	0.846	1.000	0.846	1.000	2	43403606	0	#	0	#	0	#	SZT2
chr1	+	43440452	43440586	6	2	0	0	0	0.750	1.000	0.750	1.000	2	43440456	0	#	0	#	0	#	SZT2
chr1	+	43590971	43591553	4	1	0	0	0	0.800	1.000	0.800	1.000	1	43591521	0	#	0	#	1	chr1+43591293-43591553	PTPRF
chr1	+	43936092	43936231	6	3	0	0	0	0.667	1.000	0.667	1.000	3	43936068	0	#	0	#	0	#	ARTN
chr1	+	43947537	43947684	1	1	0	0	0	0.500	1.000	0.500	1.000	1	43947545	0	#	0	#	1	chr1+43947147-43947684	onlyEST
chr1	+	43949416	43950153	7	1	0	0	0	0.875	1.000	0.875	1.000	1	43950085	0	#	0	#	0	#	IPO13
chr1	+	43993886	43993964	7	9	0	0	0	0.438	1.000	0.438	1.000	1,1,7	43993803,43993839,43993889	0	#	0	#	1	chr1+43993886-43993950	CCDC24
chr1	-	44000955	44001055	6	2	0	0	0	0.750	1.000	0.750	1.000	2	44001051	0	#	0	#	0	#	SLC6A9
chr1	+	44213708	44213858	131	33	0	0	0	0.799	1.000	0.799	1.000	10,23	44213662,44213748	0	#	0	#	10	chr1+44213494-44213858,chr1+44213711-44213858,chr1+44213745-44213858,chr1+44213708-44213854,chr1+44213662-44213837,chr1+44213705-44213858	DMAP1
chr1	+	44724319	44724392	3	1	0	0	0	0.750	1.000	0.750	1.000	1	44724336	0	#	0	#	0	#	C1orf228
chr1	-	44828295	44828414	8	3	0	0	0	0.727	1.000	0.727	1.000	3	44828362	0	#	0	#	0	#	PTCH2
chr1	-	44828505	44828631	8	1	0	0	0	0.889	1.000	0.889	1.000	1	44828628	0	#	0	#	0	#	PTCH2
chr1	-	45009567	45009683	17	2	0	0	0	0.895	1.000	0.895	1.000	2	45009614	0	#	0	#	1	chr1-45009567-45009620	HECTD3
chr1	+	45342842	45343002	13	2	0	0	0	0.867	1.000	0.867	1.000	2	45342734	0	#	0	#	3	chr1+45342734-45342870,chr1+45342848-45343002,chr1+45342931-45342968	TOE1
chr1	-	45660183	45660377	1	1	0	0	0	0.500	1.000	0.500	1.000	1	45661225	0	#	0	#	0	#	GPBP1L1
chr1	+	46034072	46034266	24	4	0	0	0	0.857	1.000	0.857	1.000	4	46034075	0	#	0	#	0	#	MAST2
chr1	+	46248343	46248408	2	2	0	0	0	0.500	1.000	0.500	1.000	2	46248398	0	#	0	#	0	#	RAD54L
chr1	+	46413074	46413220	16	3	0	0	0	0.842	1.000	0.842	1.000	3	46413122	0	#	0	#	1	chr1+46413109-46413220	FAAH
chr1	+	46510460	46510654	3	3	0	0	0	0.500	1.000	0.500	1.000	3	46510475	0	#	0	#	0	#	DMBX1
chr1	+	46813908	46814063	17	14	0	0	0	0.548	1.000	0.548	1.000	1,13	46813981,46813911	0	#	0	#	0	#	CYP4B1
chr1	+	47144836	47144970	6	1	0	0	0	0.857	1.000	0.857	1.000	1	47144784	0	#	0	#	0	#	CYP4A22
chr1	+	48230599	48230705	10	3	0	0	0	0.769	1.000	0.769	1.000	3	48230666	0	#	0	#	0	#	SLC5A9
chr1	-	51309260	51309325	32	6	0	0	0	0.842	1.000	0.842	1.000	6	51309430	0	#	0	#	1	chr1-51309260-51309331	TTC39A
chr1	-	52357780	52357898	13	4	0	0	0	0.765	1.000	0.765	1.000	4	52357916	0	#	0	#	1	chr1-52357780-52357863	CC2D1B
chr1	-	52359704	52359883	7	2	0	0	0	0.778	1.000	0.778	1.000	0,2	52359820,52359836	0	#	0	#	1	chr1-52359704-52359852	CC2D1B
chr1	-	52402128	52402228	74	13	0	0	0	0.851	1.000	0.851	1.000	13	52402225	0	#	0	#	0	#	ORC1
chr1	-	52436754	52436978	8	11	0	0	0	0.421	1.000	0.421	1.000	5,5,1	52436975,52436963,52437701	0	#	0	#	0	#	ZCCHC11
chr1	-	52911722	52911790	44	8	0	0	0	0.846	1.000	0.846	1.000	8	52912021	0	#	0	#	0	#	ECHDC2
chr1	-	54040755	54040837	151	51	0	0	0	0.748	1.000	0.748	1.000	51	54040840	0	#	0	#	2	chr1-54040752-54040837,chr1-54040755-54040839	TMEM59
chr1	+	54674015	54674151	12	6	0	0	0	0.667	1.000	0.667	1.000	6	54673999	0	#	0	#	0	#	MROH7-TTC4,MROH7
chr1	-	55144126	55144203	5	1	0	0	0	0.833	1.000	0.833	1.000	1	55144142	0	#	0	#	0	#	USP24
chr1	-	59295108	59295267	2	1	0	0	0	0.667	1.000	0.667	1.000	1	59295264	0	#	0	#	0	#	onlyEST
chr1	+	62121180	62121295	6	1	0	0	0	0.857	1.000	0.857	1.000	1	62121185	0	#	0	#	1	chr1+62121176-62121296	INADL
chr1	+	62223576	62223719	1	1	0	0	0	0.500	1.000	0.500	1.000	1	62223651	0	#	0	#	1	chr1+62223651-62223713	onlyEST
chr1	-	62477699	62477825	10	10	0	0	0	0.500	1.000	0.500	1.000	10	62477834	0	#	0	#	0	#	DOCK7
chr1	-	62513715	62513898	14	2	0	0	0	0.875	1.000	0.875	1.000	2	62513786	0	#	0	#	2	chr1-62513715-62513894	DOCK7
chr1	+	64812737	64812849	9	2	0	0	0	0.818	1.000	0.818	1.000	2	64812749	0	#	0	#	0	#	RAVER2
chr1	-	64855508	64855698	25	3	0	0	0	0.893	1.000	0.893	1.000	3	64855695	0	#	0	#	0	#	JAK1
chr1	+	66332507	66332620	22	3	0	0	0	0.880	1.000	0.880	1.000	2,1	66332510,66332601	0	#	0	#	1	chr1+66332421-66332620	PDE4B
chr1	+	67320332	67320444	5	3	0	0	0	0.625	1.000	0.625	1.000	3	67320336	0	#	0	#	1	chr1+67320332-67320440	IL12RB2
chr1	-	67424199	67424277	132	59	0	0	0	0.691	1.000	0.691	1.000	59	67424322	0	#	0	#	6	chr1-67424202-67424277,chr1-67424202-67424276,chr1-67424205-67424283,chr1-67424196-67424277,chr1-67424260-67424322	SERBP1
chr1	-	67424887	67424959	134	126	0	0	0	0.515	1.000	0.515	1.000	125,1	67424977,67424897	0	#	0	#	18	chr1-67424893-67424977,chr1-67424897-67424959,chr1-67424831-67424959,chr1-67424887-67424952,chr1-67424887-67424951,chr1-67424887-67424927,chr1-67424892-67424959,chr1-67424887-67424956,chr1-67424889-67424951,chr1-67424900-67424958,chr1-67424890-67424977,chr1-67424890-67424959,chr1-67424892-67424977,chr1-67424891-67424959	SERBP1
chr1	+	70708720	70708770	2	2	0	0	0	0.500	1.000	0.500	1.000	1,1	70708722,70708667	0	#	0	#	0	#	RP5-952N6.1
chr1	-	75922079	75922359	7	1	0	0	0	0.875	1.000	0.875	1.000	1	75922297	0	#	0	#	0	#	ASB17
chr1	+	77286940	77287127	14	2	0	0	0	0.875	1.000	0.875	1.000	2	77286942	0	#	0	#	1	chr1+77286940-77287120	AK5
chr1	+	77293792	77293960	9	2	0	0	0	0.818	1.000	0.818	1.000	2	77293864	0	#	0	#	0	#	AK5
chr1	-	77581775	77581891	14	8	0	0	0	0.636	1.000	0.636	1.000	8	77581888	0	#	0	#	1	chr1-77581775-77581890	ZZZ3
chr1	-	77721830	77721901	17	14	0	0	0	0.548	1.000	0.548	1.000	14	77721925	0	#	0	#	3	chr1-77721830-77721922,chr1-77721830-77721918	USP33
chr1	+	77873000	77873120	8	7	0	0	0	0.533	1.000	0.533	1.000	7	77873003	0	#	0	#	1	chr1+77873003-77873117	FAM73A
chr1	-	77967048	77967098	88	56	0	0	0	0.611	1.000	0.611	1.000	56	77967101	0	#	0	#	1	chr1-77967041-77967100	FUBP1
chr1	-	83906328	83906463	12	2	0	0	0	0.857	1.000	0.857	1.000	2	83906523	0	#	0	#	0	#	TTLL7
chr1	-	83917603	83917690	16	2	0	0	0	0.889	1.000	0.889	1.000	1,1	83917686,83917704	0	#	0	#	0	#	TTLL7
chr1	-	84298048	84298132	1	1	0	0	0	0.500	1.000	0.500	1.000	1	84298162	0	#	0	#	0	#	onlyEST
chr1	+	84533712	84533766	3	2	0	0	0	0.600	1.000	0.600	1.000	2	84533708	0	#	0	#	1	chr1+84533619-84533757	onlyEST
chr1	-	84947032	84947132	7	2	0	0	0	0.778	1.000	0.778	1.000	2	84947079	0	#	0	#	0	#	MCOLN2
chr1	-	85707628	85707936	2	1	0	0	0	0.667	1.000	0.667	1.000	1	85707795	0	#	0	#	0	#	ZNHIT6
chr1	-	88992584	88992748	4	1	0	0	0	0.800	1.000	0.800	1.000	1	88992758	0	#	0	#	0	#	CCBL2
chr1	-	91719892	91720230	8	6	0	0	0	0.571	1.000	0.571	1.000	6	91720227	0	#	0	#	0	#	TGFBR3
chr1	-	92290197	92290306	26	4	0	0	0	0.867	1.000	0.867	1.000	4	92290330	0	#	0	#	0	#	GLMN
chr1	+	94867330	94867417	12	6	0	0	0	0.667	1.000	0.667	1.000	6	94867333	0	#	0	#	0	#	SLC44A3
chr1	+	96804799	96804939	19	8	0	0	0	0.704	1.000	0.704	1.000	8	96804784	0	#	0	#	0	#	PTBP2
chr1	+	100140407	100140514	26	7	0	0	0	0.788	1.000	0.788	1.000	7	100140449	0	#	0	#	2	chr1+100140407-100140851,chr1+100140418-100140514	TRMT13
chr1	+	100140851	100141019	10	4	0	0	0	0.714	1.000	0.714	1.000	4	100140966	0	#	0	#	0	#	TRMT13
chr1	+	100268151	100268295	125	14	0	0	0	0.899	1.000	0.899	1.000	4,10	100268073,100268136	0	#	0	#	0	#	RTCA
chr1	+	103543295	103543447	12	2	0	0	0	0.857	1.000	0.857	1.000	2	103543298	0	#	0	#	1	chr1+103543295-103543474	RNPC3
chr1	-	108843133	108843267	6	1	0	0	0	0.857	1.000	0.857	1.000	1	108843284	0	#	0	#	0	#	AKNAD1,RP11-475E11.9
chr1	-	108982608	108982779	20	5	0	0	0	0.800	1.000	0.800	1.000	4,1	108982785,108982773	0	#	0	#	0	#	WDR47
chr1	-	109004591	109004715	24	7	0	0	0	0.774	1.000	0.774	1.000	7	109004718	0	#	0	#	1	chr1-109004596-109004718	WDR47
