chromo	strand	start	end	count	alt3	alt5	alt3+5	skip	constitLevel	inclLevel	3usageLevel	5usageLevel	alt3singleCount	alt3singleLoc	alt5singleCount	alt5singleLoc	alt3and5singleCount	alt3and5singleLoc	OnlyESTexonCount	OnlyESTexons	genename
chr1	+	16026107	16026247	18	0	2	0	0	0.900	1.000	1.000	0.900	0	#	2	16026257	0	#	0	#	CLCNKA
chr1	+	16029125	16029299	25	0	1	0	0	0.962	1.000	1.000	0.962	0	#	1	16029319	0	#	0	#	CLCNKA
chr1	+	16031709	16031843	9	0	1	0	0	0.900	1.000	1.000	0.900	0	#	1	16031794	0	#	0	#	CLCNKA
chr1	+	16053638	16053690	6	0	5	0	0	0.545	1.000	1.000	0.545	0	#	5	16053772	0	#	0	#	CLCNKB
chr1	-	16133480	16133606	12	0	2	0	0	0.857	1.000	1.000	0.857	0	#	2	16133475	0	#	2	chr1-16133480-16133619,chr1-16133486-16133606	EPHA2
chr1	-	16205086	16205176	29	0	1	0	0	0.967	1.000	1.000	0.967	0	#	1	16205084	0	#	0	#	ARHGEF19
chr1	+	16447869	16447974	254	0	1	0	0	0.996	1.000	1.000	0.996	0	#	1	16447942	0	#	5	chr1+16447869-16447970,chr1+16447869-16447995,chr1+16447866-16447974,chr1+16447869-16447964,chr1+16447869-16447969	NECAP2
chr1	+	16458841	16459049	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	16459062	0	#	1	chr1+16458841-16458919	NECAP2
chr1	+	16646786	16647112	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	16647116	0	#	1	chr1+16646595-16647116	onlyEST
chr1	+	16646979	16647112	5	0	5	0	0	0.500	1.000	1.000	0.500	0	#	5	16647116	0	#	1	chr1+16646595-16647116	onlyEST
chr1	-	17033059	17033145	203	0	1	0	0	0.995	1.000	1.000	0.995	0	#	1	17032915	0	#	2	chr1-17033059-17033163,chr1-17033059-17033127	SDHB
chr1	-	18890011	18890105	498	0	2	0	0	0.996	1.000	1.000	0.996	0	18890193	2	18890074	0	#	1	chr1-18890011-18890099	ALDH4A1
chr1	-	19093948	19094139	73	0	1	0	0	0.986	1.000	1.000	0.986	0	#	1	19093944	0	#	1	chr1-19093960-19094139	UBR4
chr1	-	19242344	19242473	199	0	1	0	0	0.995	1.000	1.000	0.995	0	#	1	19242364	0	#	2	chr1-19242347-19242472,chr1-19242347-19242473	EMC1
chr1	-	19285887	19285992	24	0	1	0	0	0.960	1.000	1.000	0.960	0	#	1	19285894	0	#	2	chr1-19285887-19285996,chr1-19285953-19285994	AKR7A3
chr1	-	20502068	20502189	431	0	1	0	0	0.998	1.000	1.000	0.998	0	#	1	20502094	0	#	4	chr1-20502121-20502189,chr1-20502068-20502172,chr1-20502071-20502189	MUL1
chr1	-	20653626	20653774	84	0	2	0	0	0.977	1.000	1.000	0.977	0	#	2	20653629	0	#	2	chr1-20653628-20653774,chr1-20653714-20653774	DDOST
chr1	-	20655439	20655534	340	0	49	0	0	0.874	1.000	1.000	0.874	0	#	48,1	20655444,20655446	0	#	48	chr1-20655439-20655531,chr1-20655439-20655537,chr1-20655448-20655537,chr1-20655439-20655538,chr1-20655442-20655534,chr1-20655442-20655537,chr1-20655439-20655586,chr1-20655442-20655538,chr1-20655485-20655511,chr1-20655445-20655558,chr1-20655422-20655534,chr1-20655439-20655513,chr1-20655442-20655586,chr1-20655439-20655528,chr1-20655445-20655531	DDOST
chr1	-	20656100	20656187	841	0	6	0	0	0.993	1.000	1.000	0.993	0	#	4,2	20656128,20656096	0	#	12	chr1-20656100-20656151,chr1-20656113-20656187,chr1-20656100-20656165,chr1-20656118-20656187,chr1-20656100-20656122,chr1-20656100-20656184,chr1-20656100-20656179,chr1-20656100-20656182,chr1-20656145-20656187	DDOST
chr1	-	20724395	20724635	3	0	2	0	0	0.600	1.000	1.000	0.600	0	#	2	20724348	0	#	0	#	SH2D5
chr1	-	20745542	20745656	37	0	2	0	0	0.949	1.000	1.000	0.949	0	#	2	20745540	0	#	1	chr1-20745541-20745656	HP1BP3
chr1	-	20899696	20899943	16	0	1	0	0	0.941	1.000	1.000	0.941	0	#	1	20899799	0	#	0	#	EIF4G3
chr1	-	21736445	21736625	27	0	1	0	0	0.964	1.000	1.000	0.964	0	#	1	21736429	0	#	1	chr1-21736508-21736625	USP48
chr1	-	21878432	21878491	5	0	1	0	0	0.833	1.000	1.000	0.833	0	#	1	21878436	0	#	0	#	HSPG2
chr1	+	22491399	22491533	6	0	1	0	0	0.857	1.000	1.000	0.857	0	#	1	22491504	0	#	0	#	ZBTB40
chr1	+	22660811	22661056	3	0	1	0	0	0.750	1.000	1.000	0.750	0	#	1	22661113	0	#	0	#	onlyEST
chr1	+	23081445	23081573	50	0	1	0	0	0.980	1.000	1.000	0.980	0	#	1	23081465	0	#	0	#	KDM1A
chr1	-	23091189	23094380	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	23094329	0	#	0	#	LUZP1
chr1	-	23433076	23433272	25	0	1	0	0	0.962	1.000	1.000	0.962	0	#	1	23433157	0	#	0	#	ASAP3
chr1	-	23433424	23433532	31	0	2	0	0	0.939	1.000	1.000	0.939	0	#	2	23433361	0	#	0	#	ASAP3
chr1	-	23435850	23436028	21	0	1	0	0	0.955	1.000	1.000	0.955	0	#	1	23435722	0	#	0	#	ASAP3
chr1	-	23436910	23437044	14	0	1	0	0	0.933	1.000	1.000	0.933	0	#	1	23436914	0	#	0	#	ASAP3
chr1	-	24383901	24384003	39	0	1	0	0	0.975	1.000	1.000	0.975	0	#	1	24383866	0	#	0	#	STPG1
chr1	+	24595423	24595512	5	0	2	0	0	0.714	1.000	1.000	0.714	0	#	2	24595517	0	#	0	#	NCMAP
chr1	+	24605605	24607030	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	24607236	0	#	0	#	onlyEST
chr1	+	24646666	24646789	218	0	2	0	0	0.991	1.000	1.000	0.991	0	#	2	24646681	0	#	2	chr1+24646664-24646681,chr1+24646669-24646789	SRRM1
chr1	+	24648858	24649029	158	0	1	0	0	0.994	1.000	1.000	0.994	0	#	1	24648955	0	#	3	chr1+24648858-24649003,chr1+24648858-24649022,chr1+24648851-24649027	SRRM1
chr1	+	24652433	24652628	39	0	2	0	0	0.951	1.000	1.000	0.951	0	24652621	2	24652620	0	#	3	chr1+24652433-24652588,chr1+24652439-24652628,chr1+24652433-24652615	SRRM1
chr1	+	24654854	24655129	21	0	9	0	0	0.700	1.000	1.000	0.700	0	#	9	24655123	0	#	0	#	SRRM1
chr1	+	25758591	25758709	14	0	1	0	0	0.933	1.000	1.000	0.933	0	#	1,0	25761679,25758713	0	#	1	chr1+25758591-25758705	MAN1C1
chr1	+	26034835	26035004	7	0	2	0	0	0.778	1.000	1.000	0.778	0	#	2	26034965	0	#	0	#	EXTL1
chr1	+	26183345	26183414	20	0	8	0	0	0.714	1.000	1.000	0.714	0	#	8	26183435	0	#	0	#	CNKSR1
chr1	+	26200829	26201041	3	0	1	0	0	0.750	1.000	1.000	0.750	0	#	1	26201075	0	#	1	chr1+26200829-26201045	CATSPER4
chr1	+	26426241	26428587	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	26428598	0	#	1	chr1+26426241-26426364	LIN28A
chr1	+	26475112	26475483	2	0	1	0	0	0.667	1.000	1.000	0.667	0	#	1	26475465	0	#	52	chr1+26475137-26475236,chr1+26475112-26475288,chr1+26475112-26475346,chr1+26475112-26475457,chr1+26475112-26475238,chr1+26475112-26475377,chr1+26475112-26475240,chr1+26475112-26475478,chr1+26475112-26475237,chr1+26475112-26475474,chr1+26475112-26475232,chr1+26475112-26475448,chr1+26475112-26475569,chr1+26475112-26475359,chr1+26475112-26475360,chr1+26475112-26475437,chr1+26475112-26475619,chr1+26475112-26475379,chr1+26475112-26475724,chr1+26475112-26475588,chr1+26475112-26475492,chr1+26475112-26475489,chr1+26475112-26475371,chr1+26475112-26475333,chr1+26475112-26475707,chr1+26475112-26475508,chr1+26475112-26475426,chr1+26475112-26475260,chr1+26475112-26475541,chr1+26475112-26475418,chr1+26475112-26475423,chr1+26475112-26475638,chr1+26475112-26475566,chr1+26475112-26475571,chr1+26475112-26475536,chr1+26475112-26475626,chr1+26475112-26475265,chr1+26475112-26475376,chr1+26475112-26475450,chr1+26475112-26475278,chr1+26475439-26475462,chr1+26475112-26475205	onlyEST
chr1	+	27334150	27334281	149	0	4	0	0	0.974	1.000	1.000	0.974	0	#	1,3	27334272,27334276	0	#	3	chr1+27334153-27334339,chr1+27334150-27334278,chr1+27334150-27334167	TMEM222
chr1	-	27357399	27357576	16	0	3	0	0	0.842	1.000	1.000	0.842	0	#	3	27357467	0	#	1	chr1-27357395-27357576	MAP3K6
chr1	-	27374355	27374451	43	0	1	0	0	0.977	1.000	1.000	0.977	0	#	1	27374388	0	#	0	#	FCN3
chr1	-	27993399	27993560	16	0	1	0	0	0.941	1.000	1.000	0.941	0	#	1	27993402	0	#	0	#	EYA3
chr1	-	28201255	28201370	5	0	1	0	0	0.833	1.000	1.000	0.833	0	#	1	28201149	0	#	3	chr1-28201341-28201370,chr1-28201319-28201370,chr1-28201228-28201370	DNAJC8
chr1	+	28508829	28508905	14	0	5	0	0	0.737	1.000	1.000	0.737	0	#	5	28508901	0	#	1	chr1+28508829-28509441	RCC1
chr1	-	28579911	28579981	10	0	3	0	0	0.769	1.000	1.000	0.769	0	#	3	28579941	0	#	0	#	SNHG12
chr1	-	28580559	28580646	21	0	1	0	0	0.955	1.000	1.000	0.955	0	#	1	28580424	0	#	0	#	SNHG12
chr1	+	28738258	28738338	530	0	5	0	0	0.991	1.000	1.000	0.991	0	#	5	28738329	0	#	8	chr1+28738258-28738335,chr1+28738258-28738334,chr1+28738258-28738283,chr1+28738255-28738338,chr1+28738263-28738338	YTHDF2
chr1	-	29196197	29196258	26	0	1	0	0	0.963	1.000	1.000	0.963	0	#	1	29196200	0	#	2	chr1-29196199-29196258,chr1-29196206-29196258	MECR
chr1	+	29311455	29311553	12	0	3	0	0	0.800	1.000	1.000	0.800	0	#	3	29311544	0	#	0	#	PTPRU
chr1	-	30950126	30950261	22	0	22	0	0	0.500	1.000	1.000	0.500	0	#	22	30950132	0	#	0	#	PUM1
chr1	+	31432966	31433185	50	0	1	0	0	0.980	1.000	1.000	0.980	0	#	1	31433179	0	#	1	chr1+31432966-31432980	SERINC2
chr1	-	31656399	31656444	14	0	1	0	0	0.933	1.000	1.000	0.933	0	#	1	31656097	0	#	2	chr1-31656399-31656447,chr1-31656399-31656440	COL16A1
chr1	-	31658913	31658964	19	0	1	0	0	0.950	1.000	1.000	0.950	0	#	1	31658916	0	#	0	#	COL16A1
chr1	-	31665582	31665618	19	0	1	0	0	0.950	1.000	1.000	0.950	0	#	1	31665503	0	#	0	#	COL16A1
chr1	-	31683333	31683369	10	0	1	0	0	0.909	1.000	1.000	0.909	0	#	1	31683329	0	#	1	chr1-31683333-31683372	COL16A1
chr1	+	32030297	32030422	91	0	1	0	0	0.989	1.000	1.000	0.989	0	#	1	32030412	0	#	3	chr1+32030297-32030418,chr1+32030294-32030422,chr1+32030297-32030419	KHDRBS1
chr1	+	32156852	32156945	185	0	6	0	0	0.969	1.000	1.000	0.969	0	#	6	32156927	0	#	1	chr1+32156852-32156932	KPNA6
chr1	+	32181241	32181577	18	0	1	0	0	0.947	1.000	1.000	0.947	0	#	1	32181282	0	#	3	chr1+32181241-32181397,chr1+32181241-32181448	TXLNA
chr1	-	32335034	32335097	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	32335054	0	#	7	chr1-32334597-32335097,chr1-32334382-32335097,chr1-32334925-32335097,chr1-32334960-32335097,chr1-32334414-32335097,chr1-32334989-32335097,chr1-32334941-32335097	onlyEST
chr1	-	32376261	32376741	23	0	1	0	0	0.958	1.000	1.000	0.958	0	#	1	32376625	0	#	3	chr1-32376495-32376741,chr1-32376653-32376741,chr1-32376261-32376549	BSDC1
chr1	-	33354837	33355253	6	0	2	0	0	0.750	1.000	1.000	0.750	0	#	2	33354840	0	#	0	#	PHC2
chr1	+	33491024	33491702	3	0	1	0	0	0.750	1.000	1.000	0.750	0	#	1	33491721	0	#	0	#	ZSCAN20
chr1	-	35189185	35189382	127	0	1	0	0	0.992	1.000	1.000	0.992	0	#	1	35189313	0	#	6	chr1-35189188-35189382,chr1-35189294-35189382,chr1-35189220-35189383,chr1-35189185-35189420,chr1-35189189-35189382	SFPQ
chr1	+	35386073	35386189	21	0	1	0	0	0.955	1.000	1.000	0.955	0	#	1	35386145	0	#	0	#	ZMYM4
chr1	-	35449866	35450005	37	0	1	0	0	0.974	1.000	1.000	0.974	0	#	1	35449840	0	#	1	chr1-35449866-35449996	KIAA0319L
chr1	+	35888426	35888610	13	0	1	0	0	0.929	1.000	1.000	0.929	0	#	1	35888614	0	#	0	#	AGO1
chr1	+	36091909	36092094	86	0	2	0	0	0.977	1.000	1.000	0.977	0	#	2	36092125	0	#	7	chr1+36091909-36092091,chr1+36091910-36092089,chr1+36091913-36092094,chr1+36091929-36092096,chr1+36091909-36092088	ADPRHL2
chr1	+	36170970	36171315	30	0	1	0	0	0.968	1.000	1.000	0.968	0	#	1	36171015	0	#	2	chr1+36170970-36171130,chr1+36170970-36171080	MAP7D1
chr1	+	36176417	36176581	13	0	1	0	0	0.929	1.000	1.000	0.929	0	#	1	36176482	0	#	3	chr1+36176198-36176584,chr1+36176198-36176577,chr1+36176436-36176581	MAP7D1
chr1	+	36306597	36306674	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	36306755	0	#	0	#	SH3D21
chr1	-	36391414	36391604	1	0	1	0	0	0.500	1.000	1.000	0.500	0	#	1	36391485	0	#	0	#	onlyEST
chr1	-	37592711	37592806	391	0	1	0	0	0.997	1.000	1.000	0.997	0	#	1	37592736	0	#	4	chr1-37592711-37592846,chr1-37592711-37592789,chr1-37592714-37592806	GNL2
chr1	-	37629567	37629949	4	0	2	0	0	0.667	1.000	1.000	0.667	0	#	2	37629888	0	#	0	#	RSPO1
chr1	-	37718377	37718486	3	0	2	0	0	0.600	1.000	1.000	0.600	0	#	2	37718375	0	#	0	#	EPHA10
chr1	-	37719507	37719607	3	0	2	0	0	0.600	1.000	1.000	0.600	0	#	2	37719413	0	#	0	#	EPHA10
chr1	-	37888242	37888344	22	0	1	0	0	0.957	1.000	1.000	0.957	0	#	1	37888287	0	#	0	#	INPP5B
chr1	-	37997683	37997870	55	0	4	0	0	0.932	1.000	1.000	0.932	0	#	4	37997687	0	#	4	chr1-37997720-37997870,chr1-37997683-37997737,chr1-37997690-37997870,chr1-37997718-37997870	FHL3
chr1	+	39034391	39034556	5	0	2	0	0	0.714	1.000	1.000	0.714	0	#	2	39034584	0	#	2	chr1+39034391-39034612,chr1+39034391-39034615	onlyEST
chr1	+	39297619	39297745	7	0	1	0	0	0.875	1.000	1.000	0.875	0	#	1	39297749	0	#	0	#	MACF1
